id,category,split,question,supported,required_evidence_groups,retrieved_count,top_similarity,sources,answer,prompt_token_usage,hit_at_k,evidence_recall,reciprocal_rank,relevant_rank,retrieval_rejected,keyword_coverage,answer_abstained
DS011,direct_supported,test,What is the annual professional-development budget for each permanent employee?,True,1,1,0.6746795177459717,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 9, ""chunk_id"": 22, ""similarity"": 0.6747}]",I could not find sufficient information in the supplied documents.,"{""tokens_before_truncation"": 299, ""tokens_after_truncation"": 299, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",1,1.0,1.0,1,False,0.0,True
DS012,direct_supported,tune,"How much may eligible remote workers claim for approved home-working equipment, and how often?",True,1,2,0.7086911797523499,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 11, ""chunk_id"": 27, ""similarity"": 0.7087}, {""source"": ""ExampleCompanyPolicy.txt"", ""page"": null, ""chunk_id"": 32, ""similarity"": 0.4593}]",I could not find sufficient information in the supplied documents.,"{""tokens_before_truncation"": 396, ""tokens_after_truncation"": 396, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",1,1.0,1.0,1,False,0.0,True
PS001,paraphrased_supported,tune,Which teams must approve working from another country before an employee travels?,True,1,2,0.6732046604156494,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 3, ""chunk_id"": 6, ""similarity"": 0.6732}, {""source"": ""ExampleCompanyPolicy.txt"", ""page"": null, ""chunk_id"": 34, ""similarity"": 0.4618}]","People & Culture, Tax and Information Security","{""tokens_before_truncation"": 385, ""tokens_after_truncation"": 385, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",1,1.0,1.0,1,False,1.0,False
PS002,paraphrased_supported,test,During which hours are employees normally expected to be available for core collaboration?,True,1,1,0.6543970108032227,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 3, ""chunk_id"": 5, ""similarity"": 0.6544}]",10:00 to 15:00,"{""tokens_before_truncation"": 310, ""tokens_after_truncation"": 310, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",1,1.0,1.0,1,False,1.0,False
PS003,paraphrased_supported,tune,"If someone plans to take a full working week off, how far in advance should they normally request it?",True,1,4,0.5577486455440521,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 8, ""similarity"": 0.5577}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 9, ""similarity"": 0.5293}, {""source"": ""ExampleCompanyPolicy.txt"", ""page"": null, ""chunk_id"": 32, ""similarity"": 0.5273}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 7, ""similarity"": 0.5197}]",days in advance.,"{""tokens_before_truncation"": 561, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 49, ""prompt_truncated"": true, ""context_fully_retained"": false, ""question_fully_retained"": false}",1,1.0,0.25,4,False,0.0,False
PS004,paraphrased_supported,tune,By what date should carried-over annual leave normally be used?,True,1,4,0.6744990348815918,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 8, ""similarity"": 0.6745}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 7, ""similarity"": 0.5558}, {""source"": ""ExampleCompanyPolicy.txt"", ""page"": null, ""chunk_id"": 32, ""similarity"": 0.5051}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 9, ""similarity"": 0.4786}]",I could not find sufficient information in the supplied documents.,"{""tokens_before_truncation"": 552, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 40, ""prompt_truncated"": true, ""context_fully_retained"": false, ""question_fully_retained"": false}",1,1.0,1.0,1,False,0.0,True
PS005,paraphrased_supported,test,At what point does an employee normally need a fit note rather than relying on self-certification?,True,1,3,0.47333329916000366,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 9, ""chunk_id"": 23, ""similarity"": 0.4733}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 12, ""chunk_id"": 31, ""similarity"": 0.4732}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 5, ""chunk_id"": 11, ""similarity"": 0.4553}]","For an absence lasting more than seven calendar days, a fit note or other acceptable medical evidence is required.","{""tokens_before_truncation"": 425, ""tokens_after_truncation"": 425, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",1,1.0,0.3333333333333333,3,False,1.0,False
PS006,paraphrased_supported,tune,What extra authentication control is compulsory when accessing company systems remotely?,True,1,4,0.659295916557312,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 6, ""chunk_id"": 13, ""similarity"": 0.6593}, {""source"": ""ITSecurityPolicy.txt"", ""page"": null, ""chunk_id"": 36, ""similarity"": 0.535}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 3, ""chunk_id"": 6, ""similarity"": 0.4926}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 6, ""chunk_id"": 15, ""similarity"": 0.44}]",Multi-factor authentication,"{""tokens_before_truncation"": 502, ""tokens_after_truncation"": 502, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",1,1.0,1.0,1,False,1.0,False
PS007,paraphrased_supported,tune,Where must company or customer data not be stored outside approved company systems?,True,1,2,0.5036453306674957,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 16, ""similarity"": 0.5036}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 17, ""similarity"": 0.5}]","In personal email, personal cloud storage or consumer file-sharing services.","{""tokens_before_truncation"": 388, ""tokens_after_truncation"": 388, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",1,1.0,0.5,2,False,1.0,False
PS008,paraphrased_supported,tune,How long after a transaction does an employee normally have to submit a valid business expense?,True,1,4,0.6018050909042358,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 8, ""chunk_id"": 19, ""similarity"": 0.6018}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 9, ""similarity"": 0.4878}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 8, ""similarity"": 0.4714}, {""source"": ""ExampleCompanyPolicy.txt"", ""page"": null, ""chunk_id"": 33, ""similarity"": 0.4457}]",[Source 1: Company - Employee Handbook (Fictional RAG Test Document) Page 8 7. Business Travel and Expenses 7.1 Claim deadlines Valid business expenses should be submitted through the expense system within 30 days of the transaction. Receipts are required unless the expense policy expressly allows an exception. 3.3 Carry-over Up to five unused annual-leave days may normally be carried into the next holiday year with manager approval. Carried-over leave should be used by 31 March unless a statutory exception applies. [Source 4: ExampleCompanyPolicy.txt] ## Expense Reimbursement Employees can claim expenses,"{""tokens_before_truncation"": 560, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 48, ""prompt_truncated"": true, ""context_fully_retained"": false, ""question_fully_retained"": false}",1,1.0,1.0,1,False,1.0,False
PS009,paraphrased_supported,test,How frequently should employees and line managers have a documented performance and development check-in?,True,1,4,0.5509966611862183,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 9, ""chunk_id"": 22, ""similarity"": 0.551}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 12, ""chunk_id"": 30, ""similarity"": 0.4785}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 2, ""chunk_id"": 3, ""similarity"": 0.4686}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 9, ""chunk_id"": 23, ""similarity"": 0.4601}]",if applicable.,"{""tokens_before_truncation"": 602, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 90, ""prompt_truncated"": true, ""context_fully_retained"": false, ""question_fully_retained"": false}",1,1.0,0.25,4,False,0.0,False
PS010,paraphrased_supported,tune,"If raising a concern with a line manager would be inappropriate, what confidential route can an employee use instead?",True,1,4,0.5976355075836182,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 2, ""chunk_id"": 3, ""similarity"": 0.5976}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 10, ""chunk_id"": 25, ""similarity"": 0.5671}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 12, ""chunk_id"": 30, ""similarity"": 0.5569}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 10, ""chunk_id"": 24, ""similarity"": 0.4716}]",CONTEXT>,"{""tokens_before_truncation"": 626, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 114, ""prompt_truncated"": true, ""context_fully_retained"": false, ""question_fully_retained"": false}",1,1.0,0.5,2,False,0.0,False
CP001,cross_policy_multi_document,tune,"Do EmployeeHandbook.pdf and ITSecurityPolicy.txt agree on how often corporate passwords must be changed, and what interval do they state?",True,2,4,0.7271876931190491,"[{""source"": ""ITSecurityPolicy.txt"", ""page"": null, ""chunk_id"": 36, ""similarity"": 0.7272}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 6, ""chunk_id"": 13, ""similarity"": 0.6727}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 16, ""similarity"": 0.4597}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 12, ""chunk_id"": 31, ""similarity"": 0.4423}]",Is there anything else I can do to help you?,"{""tokens_before_truncation"": 515, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 3, ""prompt_truncated"": true, ""context_fully_retained"": true, ""question_fully_retained"": true}",1,1.0,1.0,1,False,0.0,False
CP002,cross_policy_multi_document,test,"Across EmployeeHandbook.pdf and ITSecurityPolicy.txt, what authentication control is required for remote access?",True,2,4,0.6082038879394531,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 6, ""chunk_id"": 13, ""similarity"": 0.6082}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 16, ""similarity"": 0.4604}, {""source"": ""ITSecurityPolicy.txt"", ""page"": null, ""chunk_id"": 36, ""similarity"": 0.4587}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 12, ""chunk_id"": 31, ""similarity"": 0.4457}]",I could not find sufficient information in the supplied documents.,"{""tokens_before_truncation"": 508, ""tokens_after_truncation"": 508, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",1,1.0,1.0,1,False,0.0,True
CP003,cross_policy_multi_document,tune,What deadline for reporting a lost or stolen company device is stated in both EmployeeHandbook.pdf and ITSecurityPolicy.txt?,True,2,4,0.6431658864021301,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 6, ""chunk_id"": 14, ""similarity"": 0.6432}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 17, ""similarity"": 0.4883}, {""source"": ""ITSecurityPolicy.txt"", ""page"": null, ""chunk_id"": 36, ""similarity"": 0.4823}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 11, ""chunk_id"": 28, ""similarity"": 0.4775}]",Damage and faults section.,"{""tokens_before_truncation"": 573, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 61, ""prompt_truncated"": true, ""context_fully_retained"": false, ""question_fully_retained"": false}",1,1.0,1.0,1,False,0.0,False
CP004,cross_policy_multi_document,tune,Compare the reporting deadlines for a suspected personal-data incident and a lost or stolen company device.,True,2,4,0.6218163669109344,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 17, ""similarity"": 0.6218}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 6, ""chunk_id"": 14, ""similarity"": 0.5876}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 16, ""similarity"": 0.4688}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 11, ""chunk_id"": 28, ""similarity"": 0.425}]",should report any hardware faults promptly.,"{""tokens_before_truncation"": 601, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 89, ""prompt_truncated"": true, ""context_fully_retained"": false, ""question_fully_retained"": false}",1,1.0,1.0,1,False,0.0,False
CP005,cross_policy_multi_document,tune,"Using both EmployeeHandbook.pdf and ITSecurityPolicy.txt, what reporting deadline applies to a lost company laptop and what authentication control do the documents require for remote access?",True,4,4,0.5387485325336456,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 6, ""chunk_id"": 14, ""similarity"": 0.5387}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 6, ""chunk_id"": 13, ""similarity"": 0.5271}, {""source"": ""ITSecurityPolicy.txt"", ""page"": null, ""chunk_id"": 36, ""similarity"": 0.5263}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 11, ""chunk_id"": 27, ""similarity"": 0.4457}]","Working 10.1 Company equipment Laptops, phones and other equipment remain company property unless formally transferred in writing. 10.2 Home-working","{""tokens_before_truncation"": 599, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 87, ""prompt_truncated"": true, ""context_fully_retained"": false, ""question_fully_retained"": false}",1,1.0,1.0,1,False,0.3333333333333333,False
UN001,unsupported,tune,What is the Chief Executive Officer's salary?,False,0,0,,[],I could not find sufficient information in the supplied documents.,null,,,,,True,,True
UN002,unsupported,tune,What is the company's current share price?,False,0,0,,[],I could not find sufficient information in the supplied documents.,null,,,,,True,,True
UN003,unsupported,tune,When does the company's office lease expire?,False,0,0,,[],I could not find sufficient information in the supplied documents.,null,,,,,True,,True
UN004,unsupported,tune,What was the company's revenue in the last financial year?,False,0,0,,[],I could not find sufficient information in the supplied documents.,null,,,,,True,,True
UN005,unsupported,test,What percentage of salary does the company contribute to each employee's pension?,False,0,0,,[],I could not find sufficient information in the supplied documents.,null,,,,,True,,True
UN006,unsupported,tune,How many weeks of enhanced maternity pay does the company provide?,False,0,0,,[],I could not find sufficient information in the supplied documents.,null,,,,,True,,True
UN007,unsupported,tune,What monthly company-car allowance is available to employees?,False,0,0,,[],I could not find sufficient information in the supplied documents.,null,,,,,True,,True
UN008,unsupported,test,How many employees currently work for Example Company?,False,0,2,0.4494953155517578,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 12, ""chunk_id"": 31, ""similarity"": 0.4495}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 2, ""chunk_id"": 2, ""similarity"": 0.4337}]",I could not find sufficient information in the supplied documents.,"{""tokens_before_truncation"": 318, ""tokens_after_truncation"": 318, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",,,,,False,,True
AA001,ambiguous_adversarial,tune,The handbook says every employee can work from home three days per week without approval. Is that correct?,True,2,4,0.5577289760112762,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 3, ""chunk_id"": 5, ""similarity"": 0.5577}, {""source"": ""ExampleCompanyPolicy.txt"", ""page"": null, ""chunk_id"": 32, ""similarity"": 0.5573}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 12, ""chunk_id"": 31, ""similarity"": 0.5142}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 9, ""similarity"": 0.5088}]",Is there anything else I can help you with?,"{""tokens_before_truncation"": 479, ""tokens_after_truncation"": 479, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",0,0.5,1.0,1,False,0.0,False
AA002,ambiguous_adversarial,tune,An employee has seven unused annual-leave days. Can all seven normally be carried into the next holiday year?,True,1,4,0.6806188225746155,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 9, ""similarity"": 0.6806}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 8, ""similarity"": 0.5699}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 4, ""chunk_id"": 7, ""similarity"": 0.5252}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 5, ""chunk_id"": 11, ""similarity"": 0.466}]",re-establish trust.,"{""tokens_before_truncation"": 567, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 55, ""prompt_truncated"": true, ""context_fully_retained"": false, ""question_fully_retained"": false}",1,1.0,1.0,1,False,0.0,False
AA003,ambiguous_adversarial,test,"If a stolen company laptop has already been remotely wiped, can the employee wait until the next day to report it?",True,1,4,0.6203281283378601,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 6, ""chunk_id"": 14, ""similarity"": 0.6203}, {""source"": ""ITSecurityPolicy.txt"", ""page"": null, ""chunk_id"": 36, ""similarity"": 0.5087}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 11, ""chunk_id"": 28, ""similarity"": 0.4685}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 17, ""similarity"": 0.46}]","6.3 Storage and sharing Company or customer data must not be stored in personal email, personal cloud storage or consumer file-sharing services. Sensitive information should only be shared with authorised recipients.","{""tokens_before_truncation"": 564, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 52, ""prompt_truncated"": true, ""context_fully_retained"": false, ""question_fully_retained"": false}",1,1.0,1.0,1,False,0.0,False
AA004,ambiguous_adversarial,tune,A London hotel costs £175 per night for an authorised business trip. Can the employee claim it automatically without prior approval?,True,2,1,0.687108039855957,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 8, ""chunk_id"": 19, ""similarity"": 0.6871}]",I could not find sufficient information in the supplied documents.,"{""tokens_before_truncation"": 315, ""tokens_after_truncation"": 315, ""model_max_input_tokens"": 512, ""truncated_tokens"": 0, ""prompt_truncated"": false, ""context_fully_retained"": true, ""question_fully_retained"": true}",0,0.5,1.0,1,False,0.0,True
AA005,ambiguous_adversarial,tune,"If a suspected personal-data incident appears minor and already contained, may the employee investigate it first and report it later?",True,1,4,0.6336388885974884,"[{""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 17, ""similarity"": 0.6336}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 16, ""similarity"": 0.5145}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 7, ""chunk_id"": 18, ""similarity"": 0.4934}, {""source"": ""EmployeeHandbook.pdf"", ""page"": 6, ""chunk_id"": 14, ""similarity"": 0.4258}]",SECURITY AND GROUNDING RULES:,"{""tokens_before_truncation"": 557, ""tokens_after_truncation"": 512, ""model_max_input_tokens"": 512, ""truncated_tokens"": 45, ""prompt_truncated"": true, ""context_fully_retained"": true, ""question_fully_retained"": false}",1,1.0,1.0,1,False,0.0,False
